Conference,Year,Gender,Bundle_ID,Event,1st,8th,16th,Sec_per_place,Source_File,Data_Quality,1st_flags,8th_flags,16th_flags
Summit League,2026,men,summitleague_2026,100 Back,45.21,49.38,50.31,-18.9793,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,100 Breast,52.61,55.99,56.98,0.2913,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,100 Fly,46.53,49.07,49.89,0.224,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,100 Free,42.98,45.18,47.49,0.3007,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,1650 Free,15:04.40,15:53.50,16:53.90,7.3,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,200 Back,1:42.68,1:51.26,1:55.11,0.8287,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,200 Breast,1:58.50,2:02.04,2:05.48,0.4653,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,200 Fly,1:47.77,1:52.01,1:52.36,0.306,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,200 Free,1:37.69,1:40.35,1:41.80,0.274,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,200 IM,1:47.44,1:51.12,1:53.87,0.4287,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,400 IM,3:49.45,4:00.71,4:05.68,1.082,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,50 Free,19.15,20.68,20.95,0.12,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,men,summitleague_2026,500 Free,4:22.31,4:36.93,4:37.16,0.99,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,100 Back,54.42,57.96,58.28,0.2573,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,100 Breast,1:01.30,1:03.88,1:06.38,0.3387,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,100 Fly,52.86,56.68,58.00,0.3427,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,100 Free,50.14,51.70,53.42,0.2187,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,1650 Free,16:48.52,17:27.81,17:59.68,4.744,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,200 Back,1:57.76,2:04.23,2:07.18,0.628,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,200 Breast,2:13.36,2:21.68,2:25.85,0.8327,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,200 Fly,1:59.96,2:08.84,2:20.40,1.3627,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,200 Free,1:48.33,1:52.47,1:55.33,0.4667,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,200 IM,2:00.13,2:05.19,2:08.18,0.5367,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,400 IM,4:14.97,4:38.47,4:38.70,1.582,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,50 Free,22.75,23.51,24.06,0.0873,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
Summit League,2026,women,summitleague_2026,500 Free,4:49.40,5:07.39,5:14.96,1.704,SUMMIT LEAGUE 2026 RESULTS.pdf,finals,,,
UAA,2026,men,uaa_2026,100 Back,46.67,49.77,50.92,0.2833,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,100 Breast,53.71,55.64,56.69,0.1987,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,100 Fly,46.39,48.73,49.40,0.2007,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,100 Free,43.16,45.05,45.43,0.1513,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,1650 Free,15:24.33,15:59.31,16:29.93,4.3733,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,200 Back,1:42.74,1:48.60,1:52.02,0.6187,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,200 Breast,1:57.25,2:01.74,2:05.49,0.5493,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,200 Fly,1:41.81,1:47.64,1:53.33,0.7112499999999997,2026 UAA Championships-FullSWIMResults.pdf,replaced_invalid_non_monotonic_current,legacy_backfill_from_d3_conference_swim_master,legacy_backfill_from_d3_conference_swim_master,legacy_backfill_from_d3_conference_swim_master
UAA,2026,men,uaa_2026,200 Free,1:35.66,1:39.39,1:40.51,0.3233,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,200 IM,1:46.69,1:49.13,1:53.88,0.4793,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,400 IM,3:49.97,3:57.25,4:06.36,1.0927,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,50 Free,19.72,20.43,20.99,0.0847,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,men,uaa_2026,500 Free,4:23.98,4:35.22,4:35.47,0.766,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,100 Back,54.58,56.34,58.83,0.2833,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,100 Breast,1:02.03,1:04.63,1:06.25,0.2813,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,100 Fly,54.77,56.04,57.90,0.2087,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,100 Free,48.30,51.45,52.20,0.26,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,1650 Free,16:59.77,17:31.77,18:04.19,4.2947,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,200 Back,1:59.60,2:05.30,2:06.94,0.4893,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,200 Breast,2:15.96,2:20.64,2:24.37,0.5607,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,200 Fly,1:59.94,2:08.12,2:08.33,0.5593,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,200 Free,1:44.74,1:51.83,1:54.73,0.666,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,200 IM,2:01.01,2:07.09,2:09.41,0.56,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,400 IM,4:23.09,4:32.79,4:44.06,1.398,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,50 Free,22.43,23.68,24.01,0.1053,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
UAA,2026,women,uaa_2026,500 Free,4:54.08,5:01.93,5:05.47,0.7593,2026 UAA Championships-FullSWIMResults.pdf,finals,,,
WAC,2025,men,wac_2025,100 Back,45.40,48.41,49.26,0.2573,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,men,wac_2025,100 Breast,51.58,54.47,55.53,0.2633,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,men,wac_2025,100 Free,41.83,44.19,44.59,0.184,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,men,wac_2025,1650 Free,14:48.48,15:32.90,15:52.68,4.28,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,men,wac_2025,200 Back,1:43.53,1:47.43,1:48.01,0.2987,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,men,wac_2025,200 Free,1:35.32,1:37.44,1:40.61,0.3527,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,men,wac_2025,200 IM,1:43.96,1:47.06,1:49.49,0.3687,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,men,wac_2025,400 IM,3:46.01,3:56.97,4:03.65,1.176,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,men,wac_2025,500 Free,4:16.95,4:26.69,4:28.35,0.76,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,women,wac_2025,100 Fly,53.45,55.16,56.16,0.1807,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,women,wac_2025,100 Free,48.76,51.13,51.62,0.1907,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,women,wac_2025,1650 Free,16:28.17,17:04.15,17:42.51,4.956,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,women,wac_2025,200 Breast,2:12.42,2:16.84,2:20.85,0.562,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,women,wac_2025,200 Fly,1:58.38,2:02.62,2:04.91,0.4353,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,women,wac_2025,200 Free,1:48.40,1:49.62,1:51.45,0.2033,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,women,wac_2025,200 IM,1:58.35,2:04.20,2:05.16,0.454,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,women,wac_2025,50 Free,22.19,23.46,23.72,0.102,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
WAC,2025,women,wac_2025,500 Free,4:48.95,4:58.77,5:00.97,0.8013,WAC 2025 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
